original,original_token_count
Help me understand how I would grow a garden in my backyard,12
"Which is a bird or fish: Bluethroat, Blue catfish",14
"Classify each of these things as either ""Able to fit in a bread box"" or ""Unable to fit in a bread box"": an elephant, a hockey stick, a loaf of bread, an ant, a lightbulb, a ceiling fan, a pair of blue jeans",56
"What is Cisco's formal company name, where is their headquarters, and how many employees are there in the company?",23
What caused World War 1?,7
Extract a list of all the administrative departments and function rooms found in the King's Building based on this paragraph.,21
What is database meaning?,5
What is the Charles 'Chick' Evans Memorial Scholarship?,12
"Given these paragraphs about Large language models, what corpus was the first model in OpenAI's GPT series trained in 2018 on?",27
What are the most high demands jobs in the market right now?,13
"From the passage provided, extract the length of cricket pitch",11
What is the recipe to make non-spicy Awadhi chicken biryani?,16
"Identify the differences in recognizing the signs of a heart attack versus a stroke from the following: shortness of breath, sudden numbness or weakness of face, arm, or leg, nausea, sweating, sudden confusion, and severe headaches.",47
What is the difference between medicare and medicaid?,11
"On a backcountry backpacking trip where we expect to cross waterways, categorize each of the following as either 'useful', 'not useful', 'dangerous' or 'neither'.  A chinchilla, a compass, granola, dry bag, seventeen oars, thermite, ten tons of uranium ore.",66
Give me a list of the core things to focus on when training for a run or race,18
What is ice cream,4
Make me a bullet list of things to bring camping,10
how to survive on Mars,5
"Who is the director of ""Who Killed Hanna Jane?""",12
What foods does a tortoise eat?,8
List down some key points about jewel diamond from given text,11
Why do children love playing sports?,7
"What is a good Indian restaurant in Redmond, WA",11
write a story a bout a man walking a dog by the river,13
"Classify the countries based on the hemisphere they are located.
New Zealand, Tonga, Palau, Hungary, India, Japan, Latvia",27
Who was Thomas Ransom,5
Tell me about the MGB.,7
How is Praveen Babi remembered in Indian pop culture reference?,14
Why do children sometimes leave milk and cookies out on Christmas Eve?,13
"Given this paragraph about salmon, give me an overview of their lifecycle.",14
What story does your family always tell about you?,10
is sales a great career,5
What is disadvantage of naive algorithm of simple random sampling?,11
Where does the name Busan (city in Korea) come from?,14
Why is the ice smooth during ice hockey games?,10
"Classify each of the following football positions as offense or defense: quarterback, running back, linebacker, cornerback, safety, tight end",27
What are the signs and symptoms of Sensory processing disorder?,12
"Classify each of the following as either titles by Ann M. Martin or Gertrude Chandler Warner: Bummer Summer, Belle Teal, A Corner of the Universe, Ten Kids, No Pets, Everything for a Dog, Surprise Island, Blue Bay Mystery, Mystery Ranch, Benny Uncovers a Mystery, The Boxcar Children",66
How do I become successful?,6
What is the current world population? Is it growing?,11
Which is a species of fish? Herring or Hearing,11
"Identify which car manufacturer is British or American: Vauxhall, Tesla",14
Are universities becoming obsolete ?,5
Does the HP U32 4K HDR Monitor have built-in speakers?,15
Why do people like Blue Light Therapy?,8
What is the best modern motorcycle for a beginning rider?,11
Who wrote the book that the TV show Shantaram is based on?,15
"In the series A Song of Ice and Fire, who is the founder of House Corbray?",20
What is a fun and cheap activity you can do in London when it's summer?,16
What is SoulCycle?,5
"Identify which instrument is string or percussion: Vibraslap, Inanga",14
Does Gen Z appreciate Radiohead's music?,9
What are some ways I can avoid financial failure?,10
What are the main two ways players score in the Princeton offense?,13
10 best cars to own,5
Is it easier to travel with a baby or a toddler?,12
What was the app after the second app released by YouTube?,13
Give me some ideas of things to do this weekend.,11
Which holidays are statutory summer holidays in the southern hemisphere?,11
"Out of the following, which one is not a movie: The God Father, Fight Club, Gladiator,  One Hundred Years of Solitude, and Big Fish.",34
How is electricity generated?,5
Please give me a short bullet list of Pele accomplishments based on this passage,14
How should a 30 year old invest their money to enable them to retire by the time they're 65?,22
"Given the following paragraph on the water cycle, what forms of precipitation do exist?",16
"Classify these vehicles by which go in the water or on land: dune buggy, cruise ship, pirate ship, bulldozer, submarine, sailboat, truck, car, ATV",37
Which is a species of fish? Trahira or Tahini,13
"Identify from this list what creatures are felines: panther, jaguar, elephant, kitten, human child, leopard, tiger, malamute, sofa",31
"I am working on a blog post on the effect of Snapchat on teenagers.  Can you help me think of a few titles for the post?  For background, I think Snapchat has a negative effect on our teenagers ability to focus, maintain healthy in-person relationships, and develop into productive adults.",59
How do you like your ski trip to Whistler Blackcomb?,13
"List the ten episode titles from the second season of ""Game of Thrones"" in broadcast order.",19
"Identify which instrument is string or percussion: Kanjira, Hommel",14
What is Passover?,5
Share some information regarding the Red Telephone box from the given text,12
What is the capital of California?,7
What instruments did Henri Chaix play?,8
What started World War 1?,7
"What NBA team has the most championships in the modern era? The modern era is defined as post NBA/ABA league merger, 24 second clock and three-point basket.",34
What is the highest-grossing animated film?,10
Give me a bulleted list of the seven most recent Harvard University presidents,14
How many times michael schumacher won the F1 championship ?,12
What is a Tepui?,6
Name five NFL teams in the NFC.,8
"Are these holidays Christian or Jewish? Passover, Hanukkah, Christmas, Easter, Valentines Day, Yom Kippur, Sukkot, Rosh Hashanah",36
"Given this paragraph about books, what is the Poison Book Project?",13
Why do people like playing games?,7
"From the passage provided, extract the year which Presto Software Foundation was announced",15
"What would be the summary of the story of Oedipus, which serves as the basis for the psychoanalytic theory of the Oedipus complex?",32
Who was declared as the winner of LIVA Miss Diva Universe 2021?,16
"Identify which animal species is alive or extinct: Arctodus, Cross River Gorilla",16
Is Clivina bipustulata a beetle?,12
What is the story of the decline of Wang Computer?,11
List a few queer books made popular by TikTok,10
What is Dogecoin?,5
"Tell me something about actress Priyanka chopra, Can you please provide some information of her from given text in bulleted points",26
