"original","compression","original_token_count","compression_token_count","compression_ratio","rouge_1","rouge_2","rouge_l"
"How can we cool the planet?","Planet cooling strategies?","7","4","0.57","0.4444","0.0","0.2222"
"Please summarize the main argument of this paragraph from Woodrow Wilson's speech to Congress asking them to declare war on Germany.","Please summarize the main argument of this paragraph from Woodrow Wilson's speech to Congress asking them to declare war on Germany.","24","24","1.0","1.0","1.0","1.0"
"Why kids ask more questions?","Why kids ask more questions?","6","6","1.0","1.0","1.0","1.0"
"write a linkedin informal message asking to an existing company employee for tips and guidelines for the specific role in their company. It should not be direct. Also ask about there experience or journey. and how to prepare to crack the exam and interview. It should be short.","Write a brief, informal LinkedIn message to a current employee at my company asking for indirect tips/guidelines for a specific role, their experience/journey, and how to prepare to crack the exam and interview.","53","43","0.81","0.6747","0.321","0.6024"
"Why is baseball called America's Pastime?","Why is baseball America's Pastime?","8","7","0.88","0.9231","0.7273","0.9231"
"What is the best place to visit in Greece","Best place to visit in Greece?","9","7","0.78","0.8","0.7692","0.8"
"What are some words that rhyme with orange","Rhymes for orange","8","4","0.5","0.3636","0.0","0.3636"
"Which is a species of fish? Finger or Fingerfish","Which is a species of fish? Finger or Fingerfish","11","11","1.0","1.0","1.0","1.0"
"What are some of the best Sports Movies of all time?","Best sports movies of all time?","12","7","0.58","0.7059","0.6667","0.7059"
"Given this summary of the movie Short Circuit, how can we conclude that what happened to number 5 was truly a miracle of life that manifested sentience, rather than a computer malfunction?","From this Short Circuit summary, how to conclude Number 5's event was truly a miracle of life manifesting sentience, not a computer malfunction?","37","30","0.81","0.7143","0.3704","0.6429"
"is a career in enterprise software a good was to go?","Is enterprise software a good career path?","12","8","0.67","0.6667","0.375","0.5556"
"Boiling water is 100 degree in celsius, is that an obtuse angle?","Boiling water is 100°C; is that an obtuse angle?","18","15","0.83","0.8182","0.7","0.8182"
"Why is Utah a great place to visit?","Why is Utah a great travel destination?","9","8","0.89","0.6667","0.6154","0.6667"
"Why Rafael Nadal succeeds on clay?","Why Nadal succeeds on clay?","7","6","0.86","0.9091","0.6667","0.9091"
"When was Chhatrapati Shivaji Maharaj born?","Chhatrapati Shivaji Maharaj birth date?","12","11","0.92","0.5455","0.4444","0.5455"
"Tell me 5 best Tom Hanks movies of all time.","Top 5 Tom Hanks movies of all time.","13","11","0.85","0.7778","0.625","0.7778"
"What position is best to use in your Fantasy Football flex slot?","Best flex position in fantasy football?","13","7","0.54","0.6667","0.125","0.4444"
"Write a short story about a little girl that saves her neighbors home from a bee infestation.","Write a short story about a little girl that saves her neighbors home from a bee infestation.","18","18","1.0","1.0","1.0","1.0"
"Which of the following car brands produce electric vehicles: Toyota, Tesla, and Ford. List the models that are electric.","Toyota, Tesla, Ford: which produce EVs? List their electric models.","24","16","0.67","0.5517","0.0741","0.3448"
"What are some ways that I can conserve water at home?","Ways to conserve water at home?","12","7","0.58","0.5882","0.4","0.5882"
"Give me a list of the greatest basketball players of all time.","List greatest basketball players of all time.","13","8","0.62","0.7368","0.5882","0.7368"
"How do I travel from SF to Aspen ski resorts?","How to travel from SF to Aspen ski resorts?","11","10","0.91","0.8421","0.7059","0.8421"
"What is pair skating, Can you help identify some key points from the give text?","What is pair skating? Identify key points from the given text.","17","13","0.76","0.7692","0.5","0.7692"
"Which cryptography libraries support SHA-2?","SHA-2-supporting crypto libraries","9","7","0.78","0.7273","0.2222","0.3636"
"What was Canon EOS DCS 1 resolution?","Canon EOS DCS 1 resolution?","10","8","0.8","0.8333","0.8","0.8333"
"Name some of the bravolebrities from Southern Charm","List bravolebrities from Southern Charm","10","7","0.7","0.6154","0.5455","0.6154"
"What are some edible weeds that grow well in Maryland?","Edible weeds that grow well in Maryland?","11","9","0.82","0.8235","0.8","0.8235"
"how to express love without saying it out loud?","How to express love without words?","10","7","0.7","0.6667","0.6154","0.6667"
"Name some of the popular gaming consoles in the 2020s","Name some of the popular gaming consoles in 2020s","13","12","0.92","0.9474","0.8235","0.9474"
"Where does the suburb of Rozelle's name come from?","Origin of Rozelle's name?","12","7","0.58","0.5333","0.4615","0.5333"
"Do you prefer a Tesla model S or a Porsche Taycan","Do you prefer Tesla Model S or Porsche Taycan?","12","11","0.92","0.9","0.6667","0.9"
"What is Apache Kafka?","Explain Apache Kafka.","5","4","0.8","0.5714","0.4","0.5714"
"How do I make great espresso?","How to make great espresso?","7","6","0.86","0.7273","0.4444","0.7273"
"According to Greek mythology, who was the first woman on earth?","Who was the first woman on Earth in Greek mythology?","13","11","0.85","0.8571","0.7368","0.6667"
"Who is the Greatest male Tennis player of all time?","Greatest male tennis player of all time?","11","9","0.82","0.8235","0.8","0.8235"
"When was Lee Kuan Yew born and when did he rule as the Prime Minister of Singapore?","Lee Kuan Yew birth date; when was he Prime Minister of Singapore?","20","16","0.8","0.6897","0.4444","0.6207"
"Where has the word ciao originated","Origin of 'ciao'.","7","6","0.86","0.4444","0.0","0.2222"
"Based on the paragraph below, which are the most and least popular National Parks in the US?","Based on the paragraph below, most and least popular US National Parks?","19","14","0.74","0.8276","0.5926","0.7586"
"Give me some ideas for a gender reveal","Suggest gender reveal ideas.","8","5","0.62","0.5","0.2","0.3333"
"What is graph theory?","What is graph theory?","5","5","1.0","1.0","1.0","1.0"
"Given a reference text about the Salt River, tell me how long the river is and where it starts and finishes.","From Salt River reference text, state length, source, and mouth.","23","14","0.61","0.3226","0.1379","0.1935"
"List all the aspiring members of NATO.","List NATO aspirants.","8","5","0.62","0.6","0.0","0.4"
"We are going to the zoo and need you to tell us which animals belong in which section. The animals are alligator, bald eagle, elephant, hippopotamus, camel, frog, penguin, and zebra. The sections are amphibians, birds, mammals, and reptiles.","Zoo: classify each of these animals into amphibians, birds, mammals, reptiles: alligator, bald eagle, elephant, hippopotamus, camel, frog, penguin, zebra.","57","38","0.67","0.5085","0.3158","0.3729"
"How does one get accepted into a United States federal academy like West Point.","How does one get accepted into a United States federal academy like West Point.","15","15","1.0","1.0","1.0","1.0"
"Why do people like macaroni and cheese and how is it made?","Why do people like macaroni and cheese and how is it made?","14","14","1.0","1.0","1.0","1.0"
"From the text below, tell me where Mount Balinhard got its name.","From the text below, origin of Mount Balinhard's name?","16","14","0.88","0.6364","0.4","0.6364"
"Who was Lionel Danthanarayana ?","Who was Lionel Danthanarayana ?","8","8","1.0","1.0","1.0","1.0"
"In 1961 which Henry Mancini record won Grammy record of year","1961 Henry Mancini record won Grammy Record of the Year?","14","13","0.93","0.8571","0.6316","0.8571"
"Which city will host the 2024 Summer Olympics?","2024 Summer Olympics host city?","11","7","0.64","0.7692","0.3636","0.4615"
"What are some of the top places to visit in Switzerland?","Top Swiss places to visit?","12","6","0.5","0.5","0.2857","0.5"
"Based on this paragraph about the Ming treasure voyages, who commanded the fleet?","Who commanded the Ming treasure voyages fleet per this paragraph?","15","11","0.73","0.7826","0.5714","0.4348"
"What is MGMT's most popular album","MGMT's most popular album?","8","7","0.88","0.8333","0.8","0.8333"
"What should you pay attention to when buying a house?","What to consider when buying a house.","11","8","0.73","0.7059","0.4","0.7059"
"Can you castle if the rook previously moved","Castle if rook moved?","8","5","0.62","0.6667","0.2","0.6667"
"Given this paragraph about Jiu-Jitsu, who taught Carlos Gracie.","Jiu-Jitsu paragraph: who taught Carlos Gracie?","15","12","0.8","0.8235","0.5333","0.7059"
"Who formed the rock group One Day as a Lion?","Who formed One Day as a Lion?","11","8","0.73","0.8235","0.6667","0.8235"
"What is the standard tuning of an electric guitar?","Electric guitar standard tuning?","10","5","0.5","0.6154","0.3636","0.3077"
"What was the Tower Chowk renamed?","Tower Chowk renamed to what?","8","7","0.88","0.7273","0.4444","0.5455"
"Classify each of the following as either ski gear or swim gear: fins, pull buoy, bib, bindings, gloves, kickboard, neck gator, boots, and parka.","Classify each item as ski gear or swim gear: fins, pull buoy, bib, bindings, gloves, kickboard, neck gator, boots, parka.","38","34","0.89","0.8636","0.7143","0.8636"
"How to survive the zombie apocalypse ?","How to survive the zombie apocalypse ?","7","7","1.0","1.0","1.0","1.0"
"From the passage provided, extract the different bordering regions to Southeast Asia","From the passage, list the regions bordering Southeast Asia.","13","11","0.85","0.7619","0.3158","0.6667"
"Which of the following are periodic elements: Ti, N, Pt, Fl, Zt, 1L, 2y, O, F, V, Y","Ti, N, Pt, Fl, O, F, V, Y","34","15","0.44","0.6154","0.5","0.6154"
"Identify which car manufacturer is Chinese or American: Ford, Higer","Ford, Higer: Chinese or American?","13","9","0.69","0.6667","0.4615","0.4"
"How can I ensure exactly-once delivery when reading data from Kafka with Spark?","How to achieve exactly-once reads from Kafka in Spark?","16","12","0.75","0.5833","0.1818","0.5833"
"What is Herd Immunity?","Herd immunity definition","6","4","0.67","0.5714","0.4","0.5714"
"Given a reference text about Philip, Duke of Parma, who were his parents?","Parents of Philip, Duke of Parma?","16","8","0.5","0.5263","0.3529","0.4211"
"Which of the following are continents: Asia, Africa, China, Australia, United States of America, North America, Sri Lanka, Thailand.","Which of these are continents: Asia, Africa, China, Australia, USA, North America, Sri Lanka, Thailand.","28","24","0.86","0.7647","0.625","0.7647"
"Which of the following animals is a marsupial: kangaroo, zebra, or elephant?","Which is a marsupial: kangaroo, zebra, elephant?","19","14","0.74","0.7368","0.4706","0.7368"
