original,original_token_count,compressed,compressed_token_count
Give me the instructions on how to escape a labyrinth,15,How to escape labyrinth,8
what are capers,4,what are capers,4
"Classify each of the following as either a citrus fruit or non citrus-fruit: apples, pears, watermelons, lemons, clementines, mandarines",38,"Classify: apples, pears, watermelons, lemons, clementines, mandarines as citrus or non-citrus fruit",32
"What's the significance of the lighthouse in Virginia Woolf's ""In The Lighthouse?""",21,Significance of lighthouse in Virginia Woolf's To Lighthouse,15
Give me 3 ways you can cook eggs,8,3 ways to cook eggs,5
"Given this paragraph about grunge guitarists, what types of amplifiers would typically be preferred?",20,Grunge guitarists paragraph: which amplifier types are typically preferred,13
Give me a list of the best French rugby players ever,12,List best French rugby players ever,6
"Tell me whether each animal has feathers or hair: falcon, pigeon, chimpanzee, cat, cardinal, hamster, horse",35,"Feathers or hair by animal: falcon, pigeon, chimpanzee, cat, cardinal, hamster, horse",33
Who is Antonio Jose de Sucre?,8,Who is Antonio Jose de Sucre,7
What is the legal drinking age?,7,Legal drinking age,3
Who was given EY Entrepreneur of the year award 2020 ?,13,Who won EY Entrepreneur of Year 2020,8
Make a list of several games I could play with two friends,13,Make list of several games I could play with two friends,11
When did the gallipoli campaign take place?,10,When did Gallipoli Campaign occur,7
How many seasons did Shaq have over 30 ppg,12,How many Shaq seasons >30 PPG,9
What's the capital city of Czechoslovakia?,14,Capital of Czechoslovakia,8
What are some of the best science fiction movies of all time?,13,List top sci-fi movies of all time,10
How do I apply for a single-entry e-visa to Uzbekistan as a US citizen for tourism? What potential pitfalls do I need to look out for?,42,Uzbekistan single-entry e-visa for US citizens (tourism): how to apply; potential pitfalls to avoid,30
Why did my cookies turn out flat?,8,Why are my cookies flat,5
"I want to buy a new car. This is a difficult financial decision, but our car is 12 years old. Can you write some reasons I can give to my partner so she's on board with this decision.",46,I want to buy new car; it's tough financial decision; our 12-year-old car; write reasons I can give my partner to get her on board,33
Think up different types of places to go for vacation.,11,List vacation destination types,4
What is Chess?,6,What is Chess,5
In English do adjectives go before or after nouns they describe?,15,Do English adjectives precede or follow nouns they describe,12
Extract the stages for portfolio optimization from https://en.wikipedia.org/wiki/Portfolio_optimization,24,Extract stages of portfolio optimization from https://en.wikipedia.org/wiki/Portfolio_optimization,23
What are some ways to get promoted at your job?,11,Ways to get promoted at work,7
Paul McCartney and John Lennon wrote which Rolling Stones song?,18,Paul McCartney and John Lennon wrote which Stones song,15
"Given a reference text about Raul Axente Ciupe, tell me what country he is from and what position he played.",30,"From reference text about Raul Axente Ciupe, state his country and position",18
What is Beggar's Chicken?,8,Beggar's Chicken definition,6
What is a synonym for something which is eco friendly?,12,Eco-friendly synonym,4
Who were fighting each other in this battle and what's the consequence of it,16,Who fought in this battle and what were its consequences,11
What is type 1 diabetes?,6,Explain Type 1 diabetes,4
How long does it take me from the city center of Munich to the football stadium?,17,Travel time from Munich city center to Allianz Arena,11
Why did naatu naatu get oscar for best original song?,22,Why did naatu naatu get oscar for best original song,21
What is the capital of Mongolia?,7,Capital of Mongolia,3
How was Elon Musk involved in Paypal?,9,How was Elon Musk involved in Paypal,8
Who was Lawrence Grant White?,6,Lawrence Grant White,3
What are the top semiconductor companies?,7,Top semiconductor companies,3
From the passage mention the services provided by Jio. Also consider the services to be provided in future. Display the results in comma separated format.,32,"From passage, list Jio's current and future services; comma-separated",22
What are some lazy meals I can cook at home?,11,What lazy meals can I cook at home,8
Why did TSMC choose Arizona for its chip manufacturing,11,Why did TSMC choose Arizona for its chip manufacturing,11
Why do human beings react slow on climate changes?,11,Why do humans react slowly to climate change,8
What are some of the best outdoor experiences in Italy?,11,Best outdoor experiences in Italy,5
What kind of weather do people prefer?,8,What weather do people prefer,5
"Name some recurring villains on the TV show ""The X-Files.""",18,Name some recurring X-Files villains,11
Is breakfast cereal a healthy food choice in the morning?,13,Is breakfast cereal healthy for breakfast,7
"From this text, find out the pros and cons of dredging",15,Extract dredging pros and cons from this text,11
History of Linux,3,Linux history,2
Name some of the bravolebrities from Below Deck,12,Name some bravolebrities from Below Deck,10
"If I am traveling from Berkeley to San Francisco, what are the public transit options?",17,Berkeley to San Francisco: public transit options,8
"Tell me whether these are artists or football players: Andy Warhol, Joe Montana, Jackson Pollock, Tom Brady, Mark Rothko.",29,"Artists or football players: Andy Warhol, Joe Montana, Jackson Pollock, Tom Brady, Mark Rothko",24
Who is the best soccer player in the world?,10,Best soccer player worldwide,4
Who is the Cigarette Smoking Man?,10,Who is Cigarette Smoking Man,8
Give me some ideas of where I should go on holiday.,12,Suggest holiday destinations,5
why is hydration so important?,8,Why is hydration important,6
What was the Ghazi Attack in Indian subcontinent?,12,What was Ghazi Attack in Indian subcontinent,10
Why is Chicago so windy?,7,Why is Chicago windy,5
What is Lady Gaga's real name?,10,Lady Gaga real name,5
When was Lure of the Swamp released?,10,Lure of Swamp release date,7
Share some details about paris city from the given text.,12,Share details about Paris city from given text,8
"In The Divergent series by Veronica Roth, what is the name used to refer to people who don't fit into a specific faction?",30,"In Divergent series by Veronica Roth, what's term for people who don't fit into faction",22
What are the top graph databases?,7,Top graph databases,3
Give me an overview of the inspiration of the development of Barbie based on this passage,17,Barbie development inspiration overview from this passage,7
What is XGBoost Algorithm?,11,What is XGBoost,6
What's a romatic poem about the universe and time?,15,Write romantic poem about universe and time,7
"Identify which instrument is string or percussion: Makuta, Tricordia",19,"Makuta, Tricordia: string or percussion",14
What should I do this spring in San Francisco?,10,SF spring activities,4
"Group the following into manmade and non-manmade (naturally occurring) items: computer, salt, fence, tree stump, hillock, lightbulb, terracotta planter, snow, wolves, tablecloth, periodicals, museum",53,"Group into manmade vs natural: computer, salt, fence, tree stump, hillock, lightbulb, terracotta planter, snow, wolves, tablecloth, periodicals, museum",44
Write an email to a butcher asking how much and what types of meats would be best for a BBQ for 20 people. And ask for a quote.,35,Write email to butcher asking which meats and quantities are best for 20-person BBQ; request quote,21
I'm about to leave San Francisco and I love my rickety old apartment. Write it a tribute and make it poetic!,30,Poetic tribute about leaving San Francisco and loving my rickety old apartment,17
What are the differences between acoustic guitars and classic guitars?,17,Differences between acoustic and classic guitars,12
What is COCOMO,5,Define COCOMO,5
How can I treat a cough without medication?,10,How to treat cough without medication,6
When was the Roman empire founded?,7,When was Roman Empire founded,5
As per the passage whose works did Narendranath study?,15,As per passage whose works did Narendranath study,13
