original,original_token_count,compressed,compressed_token_count
How to reverse Type 2 diabetes naturally?,8,Reverse Type 2 diabetes naturally,6
What is the difference between common law and civil law?,11,Common law vs. civil law differences,9
What are the best woods for smoking?,9,Best smoking woods?,5
where do you stay ?,6,where do you stay,4
Please write an email to the parent who complained about your child hitting their child.,16,Write email to parent who complained that your child hit their child,12
"Based on the reference text about the Tampa Bay Rays, what is the name of their stadium and who are their main rivals?",27,"From Tampa Bay Rays reference text, state stadium name and main rivals",15
"Categorize each of the following fundamental particles as either interacting via the strong force, the electromagnetic force, the weak force,  or the gravitation force: a neutrino, an electron, a proton, a neutron.",52,"Categorize these fundamental particles by force they interact via: strong, electromagnetic, weak, or gravitation force; neutrino, electron, proton, neutron",35
Give me different ways I can travel from one place to another,12,List travel options between two places,6
In which city is this high school located?,9,Which city is this high school in,7
How many triangles can be formed with 6 matchsticks of equal size without breaking or overlapping them?,22,How many triangles can 6 equal-length matchsticks form without breaking or overlapping,18
What do people paint?,5,What do people paint,4
"Group the following words into two categories, 'positive' or 'negative' based on the sentiment: efficient, helpful, slow, horrible, fantastic, disappointing, confusing, lovely, excellent.",41,"Group these words by sentiment into positive or negative: efficient, helpful, slow, horrible, fantastic, disappointing, confusing, lovely, excellent",27
What are some examples of CPU architectures that do not use a dedicated flag register?,18,Examples of CPU architectures without dedicated flag register,9
What is Squash the sport?,8,What is Squash sport,6
"Assume the email format is {first_initial}{last_name}@somecompany.com

What would the email addresses be for the following people?
Jon Doe
Richard Smith
Tom Jenkins
Nick Parsons",45,"Assume {first_initial}{last_name}@somecompany.com. Email addresses for: Jon Doe, Richard Smith, Tom Jenkins, Nick Parsons",38
"Which of these are reptiles: frog, snake, toad, lizard, turtle, fish, dog, cat, crocodile",35,"Which are reptiles: frog, snake, toad, lizard, turtle, fish, dog, cat, crocodile",33
What's it like to live in the belly of a whale?,15,Life in whale's belly,6
Does platonic love hurt?,6,Platonic love hurt?,6
"What links the names Botvinik, Tal, Karpov, Fischer",14,"What links Botvinik, Tal, Karpov, Fischer",12
What smoothie ingredients should I use if I don’t like bananas?,16,Banana-free smoothie ingredients?,8
"Of the following measurements, which units relate to mass? Kilogram, microgram, pound, litre, year, kilometre and ounce.",31,"Which of these are mass units: kilogram, microgram, pound, litre, year, kilometre, ounce",25
What is a fishing vessel?,7,Define fishing vessel.,5
Summarize what it is means to feel threatened?,11,Summarize what feeling threatened means,7
What is parkrun,4,What is parkrun,4
Give me six examples of common productivity myths.,10,Six examples of common productivity myths,7
"Identify which instrument is string or percussion: Ghatam, Monochord",17,"Ghatam, Monochord: which is string or percussion",14
what kinds of shoes are there?,7,types of shoes?,4
"Give me a few recipes you could make with bread, butter, eggs, and cheese where I have a stovetop, toaster, and a frying pan.",37,"Provide few recipes using bread, butter, eggs, cheese; tools: stovetop, toaster, frying pan",24
Extract the reasons the Atcama Desert is one of the driest places on earth and list them in bullet format.,26,"List reasons Atcama Desert is one of driest places on Earth, in bullet format",20
Would you rather be Tom Brady or a Dragon?,11,Tom Brady or dragon,4
What kind of espresso machine is best for home use?,11,Best home espresso machine,4
Extract the shows that Bini the Bunny was featured. Separate them with a comma.,24,"List shows featuring Bini Bunny, comma-separated",18
Who called Timothy Leary a brave neuronaut?,11,Who called Timothy Leary brave neuronaut,8
Why Do We Need GIS?,7,Why Do We Need GIS,6
Why did the population expand in Seattle in the 2000s?,12,Why did Seattle's population grow in 2000s,10
Who directed the movie The House of Flowers: The Movie?,12,Who directed House of Flowers: Movie,7
Extract the number of men and women living in the municipality of Paradela and list them using bullets in the format {men} - {number} and {woman} - {number) in a comma separated format.,56,"Extract number of men and women in municipality of Paradela; bullet list: {men} - {number}, {women} - {number}, comma-separated",50
Who is Bryan Adams,4,Who is Bryan Adams,4
What is geodesy?,6,Define geodesy.,6
Output a table in CSV format of the games mentioned and how many points Ivey scored,21,"CSV table: games mentioned, Ivey points per game",13
When is a good time to  buy a car?,12,Best time to buy car,5
"Classify the numbers based on their divisibility by 5 or 3
15, 55, 33, 50, 99",23,"Classify numbers by divisibility by 5 or 3: 15, 55, 33, 50, 99",20
give me a list of all the ways a person can hydrate,15,List all hydration methods for humans,8
Is Maison Ikkoku a manga series,10,Maison Ikkoku manga?,6
What is a piano?,6,Define piano.,4
What are the key components of an MLOps pipeline?,13,Key components of MLOps pipeline,8
What are 5 potential uses for an empty La Croix can?,13,List 5 uses for empty La Croix can,9
Extract the non-meat ingredients of the sandwich in the passage provided. Separate them with a pipe symbol.,24,Extract non-meat sandwich ingredients from provided passage; separate with |,14
Given this paragraph how much do Beavers weigh?,10,Given this paragraph how much do Beavers weigh,9
Why is security important for organizations?,7,Why security matters for organizations,5
Tell me what are aspects of polytopes from given text,13,Aspects of polytopes in given text,11
What is the Pulitzer Prize for Fiction?,9,Pulitzer Prize for Fiction,5
"Why should you stay at our rental cabin in Speedway, Indiana?",14,"Why should you stay at our rental cabin in Speedway, Indiana",13
Name five NFL teams in the NFC.,9,Name 5 NFC teams,5
"Given the reference text about the genus Banksia, tell me how many species of Banksia there are and what size they can grow to.",34,"From Banksia reference text, how many Banksia species are there and how large can they grow",23
What is the primary advantage of a hydrogen fuel cell powered vehicle?,14,Main advantage of hydrogen fuel-cell vehicle,8
"Classify the cities based on whether they are located in Belarus or Cayman Islands.
Vitsyebsk, George Town, Minsk, Homyel’",39,"Classify Vitsyebsk, George Town, Minsk, Homyel’ by country (Belarus or Cayman Islands)",34
Is there a fast way to put a duvet cover over a duvet?,22,Fast method to put duvet cover on duvet,12
"Based on this paragraph, how many times has Joe Biden run for president and what characteristics make him unique among all past presidents?",27,"From this paragraph, how many times has Joe Biden run for president, and what characteristics make him unique among past presidents",25
List some of the greatest leadership and business books ever written.,12,List some of greatest leadership and business books ever written,10
"Identify which car manufacturer is Japanese or American: Mazda, Chevrolet",13,"Japanese or American car manufacturers: Mazda, Chevrolet",9
What are the three types of mobile app described in the passage.,13,Three types of mobile apps described in passage,8
"From the passage provided, extract supported consumers for Spark streaming. Separate them with a comma.",23,"From passage provided, list Spark streaming supported consumers, comma-separated",19
What are some fun ways that you could spend time with your family?,14,Fun ways to spend time with your family,8
"Given this paragraph about the Women's Education Association, which institutions of higher learning had affiliations with the Association?",23,"From Women's Education Association paragraph, list affiliated higher-education institutions",14
"Choose the word which is different from the rest: potassium, silicon, zirconium, gallium, germanium",24,"Which word is different from rest: potassium, silicon, zirconium, gallium, germanium",21
"Which of these are Hindu Gods and Goddesses: Ganesh, Krishna, Prachin, Kalash, Ram, Durga",29,"Hindu deities among Ganesh, Krishna, Prachin, Kalash, Ram, Durga",21
How long have musical instruments been in existence?,9,How long have musical instruments existed,6
What color is a banana when overripe?,11,Overripe banana color?,6
Which American president spoke Dutch as their first language?,10,Which American president spoke Dutch as their first language,9
