original,original_token_count,compressed,compressed_token_count
"Tell me whether these sports require a ball or not to play: basketball, hockey, track and field, soccer, surfing, water polo, karate, football, gymnastics, skateboarding, golf, tennis, boxing, baseball, rugby, weightlifting, softball, rowing",63,"Ball required for each sport: basketball, hockey, track and field, soccer, surfing, water polo, karate, football, gymnastics, skateboarding, golf, tennis, boxing, baseball, rugby, weightlifting, softball, rowing",55
"Why is the sport commonly known as ""Ultimate Frisbee"" legally recognized only as ""Ultimate""?",28,Why is Ultimate Frisbee legally recognized as Ultimate,11
What are the key elements of a sauna?,10,Sauna key elements?,4
"Classify the cities based on whether they are located in Wallis and Futuna or Morocco.
Casablanca, El Kelaa des Srarhna, Mata-Utu, Fès, Leava",50,"Classify cities by location: Wallis and Futuna or Morocco. Casablanca, El Kelaa des Srarhna, Mata-Utu, Fès, Leava",44
What is the main language spoken in South America?,10,South America's main spoken language,7
How do you brew beer?,8,Beer brewing steps,4
"Identify which animal species is alive or extinct: Stupendemys, Gray Whale",19,"Alive or extinct: Stupendemys, Gray Whale",14
What are the merits of skipping breakfast? Can you target your answer to a typical American and describe in layman's terms rather than detailed scientific jargon?,36,"Merits of skipping breakfast? Target typical American; layman's terms, not scientific jargon",22
"Measured in feet, what was the length of the gun barrel produced by Philip Webley & Son of Birmingham discussed in the above passage?",29,Feet: length of Philip Webley & Son of Birmingham gun barrel discussed above,17
List some titles from Ray Bradbury.,8,List some Ray Bradbury titles,6
Why is music so special?,6,Why is music special,4
What are some of the most popular tourist attractions in Rome?,12,List Rome's top tourist attractions,7
What is The Dark Side of the Moon?,9,Explain Dark Side of Moon,5
Classify these foods as proteins or carbohydrates,8,Classify these foods as proteins or carbohydrates,8
"Given a reference text about Former Indian Prime Minister Shri P.V Narasimha Rao, tell me when they were born, when they were Prime Minister and their most significant accomplishments in office",41,"From reference text on Shri P.V Narasimha Rao, provide birth date, PM tenure, and their most significant accomplishments in office",30
Who is the greatest quarterback of all time?,9,Greatest QB of all time,7
Who bred the famous Gone West racehorse?,15,Gone West breeder?,6
"What would be the summary of the story of Oedipus, which serves as the basis for the psychoanalytic theory of the Oedipus complex?",34,"Summarize Oedipus story, basis for psychoanalytic Oedipus complex",20
How do I find the best interior decorator and best price?,13,Find best interior decorator and best price,8
Give me three ideas for a fun dinner party,10,Three fun dinner party ideas,5
Who is the company Nestle,6,Nestle company overview,4
Create a LinkedIn post for sharing the news of an achievement in company.,15,Draft LinkedIn post announcing company's achievement,10
Who wrote the biography of Steve Jobs?,8,Who wrote Steve Jobs' biography,6
What are the words of House Mallister?,9,House Mallister motto?,5
Who is William Crump?,6,Who is William Crump,5
How do you keep you dog happy?,8,How to keep your dog happy,6
Who is the greatest musical theatre composer of all time?,11,Greatest musical theatre composer of all time,8
"Classify each of the following as either a state or a city: Los Angeles, California, Houston, Texas, Santa Fe, New Mexico, Little Rock, Arkansas",35,"Classify each of following as either state or city: Los Angeles, California, Houston, Texas, Santa Fe, New Mexico, Little Rock, Arkansas",30
What is Cryptocurrency?,7,What is Cryptocurrency?,7
What are the pros and cons of denormalizing data sets?,13,Pros and cons of denormalizing data sets,10
"Given this paragraph, where is The Walt Disney Company headquarters?",12,"Given this paragraph, where is Walt Disney Company headquarters",10
What is heterosis?,6,Define heterosis.,6
"In the series, A Song of Ice and Fire, who is the founder of House Baelish?",22,ASOIAF: founder of House Baelish,12
What film released and set in 1985 features Doc Brown's Delorean time machine that takes Marty McFly back to 1955 where he inadvertently prevented his birth by intervening when his mother and father first met and fell in love?,55,"Which 1985 film, set in 1985, features Doc Brown's DeLorean sending Marty McFly to 1955 where he inadvertently prevents his birth by interfering with his parents' first meeting and falling in love",53
Give me a summary of why an abstract is useful in academic literature?,15,Summarize why abstract is useful in academic literature,10
"What are five totally distinct, creative ways to describe the usefulness of a broken mind.",19,"Five distinct, creative descriptions of broken mind's usefulness",12
"Tell me whether these are flowers or fruit: apples, oranges, pineapples, bananas, strawberries, daisies, sunflowers, roses, poppies",34,"Fruit or flower: apples, oranges, pineapples, bananas, strawberries, daisies, sunflowers, roses, poppies",29
What are the best movies I've ever seen?,11,Best movies I've ever seen,7
"Identify which of the following are members of House Targaryen or House Baratheon: Visenya, Aenar, Aegon, Aerys, Daenerys, Viserys, Orys, Argella, Robert, Steffon, Renly",64,"Which of these are Targaryen or Baratheon: Visenya, Aenar, Aegon, Aerys, Daenerys, Viserys, Orys, Argella, Robert, Steffon, Renly",57
What is the field of study that looks at tissues and their structure?,14,Field of study examining tissues and their structure,9
Who are the main cast of It's Always Sunny in Philadelphia?,14,It's Always Sunny in Philadelphia main cast,9
Can you generate a 2 lines abstract of this text?,12,Generate 2-line abstract of this text,8
"From given text, Please jot down some points about Richard D. Young",16,"From text, list some points about Richard D. Young",11
What are some Australian craft beer brands that I should try?,12,Australian craft beer brands to try,6
How do I change a light bulb?,9,How to change light bulb,5
When was the Bitcoin whitepaper published?,8,Bitcoin whitepaper publication date,5
Is Microsoft a FAANG stock?,9,Is Microsoft FAANG stock,6
Why do we have fences?,7,Why fences?,4
What is Jenkins?,4,What is Jenkins?,4
"Identify which instrument is string or percussion: Yuka, Molo",15,"Identify which instrument is string or percussion: Yuka, Molo",15
Summarise Bernoulli's principle based on the following paragraphs.,19,Summarise Bernoulli's principle from following paragraphs,15
What kind of merchant ships would be useful in a modern naval conflict?,15,Which merchant ships are useful in modern naval warfare,9
"Given a reference text about the 35th Filipino Academy of Movie Arts and Sciences Awards Night, tell me who won the best actor award.",28,"From reference text on 35th FAMAS Awards Night, who won Best Actor",16
Give me a route based on 3 national parks that I can visit on a road trip from Salt Lake City,24,3-national-park road-trip route from Salt Lake City,12
"How many years was Hutchinson's streak, and what caused it to end?",19,"How long was Hutchinson's streak, and what ended it",15
Please summarize the main argument of this paragraph from Woodrow Wilson's speech to Congress asking them to declare war on Germany.,25,Please summarize main argument of this paragraph from Woodrow Wilson's speech to Congress asking them to declare war on Germany,23
Where did Danny Dayton graduated from?,8,Danny Dayton alma mater,8
What is the difference between a road bike and a mountain bike?,15,Difference between road bike and mountain bike,7
Is Qumran worth to visit,8,Is Qumran worth to visit,8
What are the names of Daenerys Targaryen's three dragons?,19,Names of Daenerys Targaryen's three dragons,16
Give me a bulleted list of the 5 most recent UK Prime Ministers,17,Bulleted list of 5 most recent UK Prime Ministers,12
"Classify each of the following as a green vegetable or a yellow vegetable: bell pepper, zucchini, broccoli, kale, summer squash, sweet potato, corn, onion, golden beet, spinach.",45,"Classify as green or yellow: bell pepper, zucchini, broccoli, kale, summer squash, sweet potato, corn, onion, golden beet, spinach",34
"Identify which instrument is string or woodwind: Chapey, Cromorne",18,"String or woodwind: Chapey, Cromorne",13
Where is the post office of Shawboro located?,10,Shawboro post office location,5
What is the volume of a square pyramid?,10,Volume of square pyramid,4
What is Nando's?,8,Nando's?,6
"Given this paragraph about muscle strains and that my symptoms include severe and acute pain with movement limitations, how bad is my strain?",26,"From paragraph on muscle strains, symptoms: severe, acute pain with movement limitations; how bad is my strain",22
